date,time,datetime,spot,iv,CE_open,CE_high,CE_low,CE_close,CE_volume,CE_oi,PE_open,PE_high,PE_low,PE_close,PE_volume,PE_oi,Straddle_Price
22-06-2023,14:35:00,22-06-2023 14:35,18784.5,37.12028,7.3,12.6,6.6,9.55,30349650,17621250,44.75,45.85,29.35,35.75,20159600,10759300,45.3
22-06-2023,14:40:00,22-06-2023 14:40,18801.95,22.688927,9.45,17.2,9.05,17,34383500,17812450,35.8,36.45,14.35,14.35,20789700,10838850,31.35
22-06-2023,14:45:00,22-06-2023 14:45,18808.65,23.552892,17.85,24.65,9.1,17.9,41929700,15072450,13.2,21.1,8.05,11.6,36648250,12635650,29.5
22-06-2023,14:50:00,22-06-2023 14:50,18805.1,19.991633,18.95,19.65,12.9,15.2,20225000,14634650,10.95,15.9,10.55,13.05,20479600,13662550,28.25
22-06-2023,14:55:00,22-06-2023 14:55,18788.3,16.871133,15.15,15.55,5,5,30200550,14996050,12.95,27.55,12.45,25.25,31540500,13751600,30.25
22-06-2023,15:00:00,22-06-2023 15:00,18785,23.61652,6,8.6,1.65,3.45,67932650,18096450,23.95,39.4,9.4,21.3,43498350,10944050,24.75
22-06-2023,15:05:00,22-06-2023 15:05,18773.6,15.933142,3.05,25.25,0.5,22.6,38017450,3594000,22,31.55,0.65,0.95,25024600,16818600,23.55
22-06-2023,15:10:00,22-06-2023 15:10,18766.4,10.808587,23.5,24.05,14.45,20.05,10650850,4053300,0.9,1.05,0.3,0.35,26335000,16465000,20.4
22-06-2023,15:15:00,22-06-2023 15:15,18763.1,8.44417,19.35,24.7,16.3,19.45,10148050,3590550,0.3,0.45,0.05,0.1,21083500,14550450,19.55
22-06-2023,15:20:00,22-06-2023 15:20,18772.8,0,19.7,22.9,19.7,21.7,6700300,2692500,0.1,0.1,0.05,0.05,7497050,11048500,21.75
22-06-2023,15:25:00,22-06-2023 15:25,18779.35,36.647247,21.7,21.9,0.05,0.05,2682150,10884050,0.05,28.85,0.05,28.55,2549000,5071700,28.6
23-06-2023,09:15:00,23-06-2023 09:15,18703.05,9.482397,155.5,156.6,110,111.15,4027000,2696000,50,72.5,46.55,70.95,9230000,5353750,182.1
23-06-2023,09:20:00,23-06-2023 09:20,18684.05,9.30928,111.65,116,99.05,99.05,4801950,4637550,71.1,80.85,67.7,80.45,9552550,6854250,179.5
23-06-2023,09:25:00,23-06-2023 09:25,18676.9,9.610393,98.8,127,95.35,98.2,3354850,6668750,79.95,84,60.25,79.15,5962300,7132950,177.35
23-06-2023,09:30:00,23-06-2023 09:30,18682.3,9.514325,127.85,130.5,94,100.05,3144700,7173250,59.15,83.55,57.15,77.05,4331750,7352250,177.1
23-06-2023,09:35:00,23-06-2023 09:35,18658.2,9.791652,99.9,136.6,99.6,116.6,3647950,1803450,77.9,77.9,54.6,67.4,6407600,2610800,184
23-06-2023,09:40:00,23-06-2023 09:40,18655.45,8.555846,116.05,120.2,113.1,120.1,1421900,2155000,68.2,72,65.25,65.85,4190250,3130800,185.95
23-06-2023,09:45:00,23-06-2023 09:45,18687.2,9.251879,120.15,126.45,93.75,100,4093300,9093050,65.65,84,61.3,77.7,4542550,7743550,177.7
23-06-2023,09:50:00,23-06-2023 09:50,18698,8.878051,99.95,102.95,95.1,102.25,3762550,9269650,77.75,82.7,73.65,74.2,3648650,8287350,176.45
23-06-2023,09:55:00,23-06-2023 09:55,18700.35,9.034757,102.9,109.45,95.35,104.35,6460050,9233750,74.1,81.95,68.3,72.8,6723250,8998600,177.15
23-06-2023,10:00:00,23-06-2023 10:00,18698.4,8.955258,104.95,106.7,98.35,103.15,2510000,9201450,71.4,78.05,70.9,74,3237950,9181100,177.15
23-06-2023,10:05:00,23-06-2023 10:05,18687.3,8.687921,103.5,103.75,93.25,94.45,2673950,9426450,73.75,83.05,73.7,82.5,4489600,9422600,176.95
23-06-2023,10:10:00,23-06-2023 10:10,18690.5,8.972259,94.2,98.9,94.2,98.9,1696200,9651050,82.5,82.6,76.95,76.95,2714350,9534900,175.85
23-06-2023,10:15:00,23-06-2023 10:15,18702.55,8.780691,99.15,104.8,95.85,103.7,2820900,9712050,76.8,80.3,71.75,73.1,2859100,9582600,176.8
23-06-2023,10:20:00,23-06-2023 10:20,18707.7,8.644105,104,110.3,102.6,105.3,3926300,9550600,72.75,73.15,65.6,71.2,4031600,9585150,176.5
23-06-2023,10:25:00,23-06-2023 10:25,18719.6,9.354764,105.8,109.85,102.8,109.85,2328900,9555750,71.25,73.4,67.6,67.6,2075250,9735350,177.45
23-06-2023,10:30:00,23-06-2023 10:30,18727.55,8.102349,109.65,113.55,81.4,83.7,3178750,5595050,67.5,89.7,64.1,87.2,2375250,3098250,170.9
23-06-2023,10:35:00,23-06-2023 10:35,18714.5,9.268559,111.15,112.1,105.4,106.15,2207950,9026400,65.65,69.65,64.45,68.85,2657400,10216700,175
23-06-2023,10:40:00,23-06-2023 10:40,18709.25,9.394791,106,108.5,100.15,102.4,2604500,8952600,68.75,73.55,66.9,72.25,3291750,10427800,174.65
23-06-2023,10:45:00,23-06-2023 10:45,18700.95,9.28743,102.2,105.2,97,99.55,2009650,9007650,72.55,76.7,70.15,74.8,3481050,10525250,174.35
23-06-2023,10:50:00,23-06-2023 10:50,18692.15,9.248659,99.65,100.4,92.5,94.5,2160350,9181800,75.15,80.5,73.75,78.35,3871650,10562200,172.85
23-06-2023,10:55:00,23-06-2023 10:55,18699.5,8.357216,94.4,99,93.75,97.65,1969000,9542700,78.45,79.75,74.65,76.2,2667650,10409400,173.85
23-06-2023,11:00:00,23-06-2023 11:00,18691.2,8.330137,97.6,97.9,90,92.75,2163600,9662550,76.2,83.55,75.35,80.9,3503000,10407450,173.65
23-06-2023,11:05:00,23-06-2023 11:05,18692.05,8.446043,92.85,94.3,88.25,94.3,2186000,10012850,80.85,86.9,79.45,79.75,4394550,10483650,174.05
23-06-2023,11:10:00,23-06-2023 11:10,18708.4,8.568381,94.3,104.65,94.3,104.65,4046050,9953850,79.85,79.95,69.6,70,4156350,10151400,174.65
23-06-2023,11:15:00,23-06-2023 11:15,18708.5,8.565784,103.75,104.8,100,104.65,2135300,9892550,70.35,74.2,69.7,70.3,2062450,10215050,174.95
23-06-2023,11:20:00,23-06-2023 11:20,18707.8,8.543481,104.3,106.6,102.2,104,2431300,9753950,70.25,71.55,68.05,69.6,2454300,10340750,173.6
23-06-2023,11:25:00,23-06-2023 11:25,18693.05,9.178811,104.05,104.95,93.15,95,2357900,9619750,69.65,78.9,68.65,77.15,3721850,10329700,172.15
23-06-2023,11:30:00,23-06-2023 11:30,18705.05,8.527421,94.15,102.2,93.1,102.2,1647150,9656000,77.15,78.95,70.55,70.55,2351250,10409300,172.75
23-06-2023,11:35:00,23-06-2023 11:35,18710.2,9.037348,102.05,104.8,100.8,104.65,1762300,9595300,70.6,71.8,68.25,68.25,2193150,10598050,172.9
23-06-2023,11:40:00,23-06-2023 11:40,18708.4,9.02723,105.8,108,100.35,103.25,2350250,9528500,67.35,70.95,65.15,68.9,2920700,10656100,172.15
23-06-2023,11:45:00,23-06-2023 11:45,18711.3,9.094904,103.5,107.45,102.5,104.95,1644900,9582800,68.3,69.45,66.2,68.3,1523600,10745200,173.25
23-06-2023,11:50:00,23-06-2023 11:50,18721,8.89988,104.6,110.75,104.6,110.75,2104200,9484850,68.3,68.65,62.45,62.45,2226250,10850800,173.2
23-06-2023,11:55:00,23-06-2023 11:55,18718.3,9.029831,112.15,112.65,105.85,108.35,2039100,9370500,61.1,66.2,60.9,64.75,2549900,10937900,173.1
23-06-2023,12:00:00,23-06-2023 12:00,18723.65,8.98967,108.2,113,102.4,112.2,2463300,9279800,64.6,69.3,61.65,62.2,2996150,11076450,174.4
23-06-2023,12:05:00,23-06-2023 12:05,18725.9,8.334874,112.35,114.5,80.9,84.5,2025300,5765850,62.5,86.15,60.25,82,1680300,3411100,166.5
23-06-2023,12:10:00,23-06-2023 12:10,18717,8.94168,84.75,112.5,83,108.95,1625550,8966800,81.8,83.7,62,64.4,2082950,11540100,173.35
23-06-2023,12:15:00,23-06-2023 12:15,18713.15,7.986533,108.9,111.55,100.45,101.5,2426500,9070350,64.4,70,62.55,69.85,3364700,11599100,171.35
23-06-2023,12:20:00,23-06-2023 12:20,18717.95,9.156191,101.5,109.45,101.5,106.2,1591450,9243800,69.65,69.65,63.6,66,1903000,11670950,172.2
23-06-2023,12:25:00,23-06-2023 12:25,18719.05,9.163277,105.8,109.35,104.85,106.1,937050,9200000,66.2,66.6,62.7,65.6,1369550,11748750,171.7
23-06-2023,12:30:00,23-06-2023 12:30,18730.8,8.117892,106.4,110,80.85,84.8,1525250,5792500,65.05,85.2,62.85,82.1,1407600,3690400,166.9
23-06-2023,12:35:00,23-06-2023 12:35,18735.4,8.749868,84.95,93.5,84.5,89.95,3975950,5744650,82.05,82.3,73.75,76.5,2082400,3791750,166.45
23-06-2023,12:40:00,23-06-2023 12:40,18744.6,8.211876,89.55,94.35,88.3,93.1,2648750,5714800,76.5,77.95,72.25,73.65,1255800,4013800,166.75
23-06-2023,12:45:00,23-06-2023 12:45,18737.45,8.164338,93.15,95.35,87.5,88.7,2571750,5568700,73,77.6,71.4,76.5,1758950,4190100,165.2
23-06-2023,12:50:00,23-06-2023 12:50,18740.55,8.080888,89.95,94.65,87.65,89.55,2026800,5546850,75.8,77.7,71.85,76.6,1420650,4355250,166.15
23-06-2023,12:55:00,23-06-2023 12:55,18733.2,8.95548,89.65,91.5,82.55,86.55,2186150,5433450,76.75,82.7,75,79.45,2233200,4348550,166
23-06-2023,13:00:00,23-06-2023 13:00,18710.95,9.275067,86.9,111.35,81.45,99.05,3133000,8208850,79.15,83.8,61.75,69.9,5758350,12253400,168.95
23-06-2023,13:05:00,23-06-2023 13:05,18716.25,7.737128,98.2,102,94.5,100.7,2632400,8371200,70,74,66.3,68.55,5206550,12045900,169.25
23-06-2023,13:10:00,23-06-2023 13:10,18718,7.707503,100.35,103.4,96.95,101.45,1656350,8476900,67.95,71.95,65.55,68.15,2567900,11941450,169.6
23-06-2023,13:15:00,23-06-2023 13:15,18718.85,7.940272,101.4,106.4,97.7,104.1,1733800,8542100,68.05,71.6,63.1,65.3,3394300,12124100,169.4
23-06-2023,13:20:00,23-06-2023 13:20,18711.4,9.265534,104.65,104.95,98.95,100.35,1381450,8547400,64.65,70.25,64.35,69.55,2429950,11955600,169.9
23-06-2023,13:25:00,23-06-2023 13:25,18709.95,9.075645,99.85,106.5,96.15,99.9,2178100,8578400,69.9,72.4,62.95,68.35,4425050,11994800,168.25
23-06-2023,13:30:00,23-06-2023 13:30,18706.1,8.867224,99.85,102.5,97,101.15,1874750,8671500,68.35,72.3,66.75,68,3814900,12400300,169.15
23-06-2023,13:35:00,23-06-2023 13:35,18710.05,8.468375,101.4,107.95,100.1,103.7,1876400,8763400,67.45,68.85,62.25,65.55,2984950,12347050,169.25
23-06-2023,13:40:00,23-06-2023 13:40,18709.15,8.986958,103.55,107.15,98.9,100.7,1344700,8849600,65.45,69.25,62.7,67.8,2295350,12289950,168.5
23-06-2023,13:45:00,23-06-2023 13:45,18716.15,8.9647,100.6,106,100.6,104,1234050,8879900,68,68,63,64.65,1629500,12388900,168.65
23-06-2023,13:50:00,23-06-2023 13:50,18714.55,8.848342,104.2,113,99.6,102.6,2939750,8880200,64.8,66.95,56.9,64.2,4436600,12168850,166.8
23-06-2023,13:55:00,23-06-2023 13:55,18705.4,8.168682,102.45,104.15,98.05,98.05,1032600,8965850,64.5,68.8,62.95,68.4,1896500,12236500,166.45
23-06-2023,14:00:00,23-06-2023 14:00,18693.25,9.169694,98.3,100.9,89.05,89.3,3160400,8971950,69.3,77.4,66.3,76.45,6893800,12200500,165.75
23-06-2023,14:05:00,23-06-2023 14:05,18699.9,8.853604,88.9,98.85,88.35,95.1,2663150,9219600,76.75,77.4,66.25,70.45,4917850,11924950,165.55
23-06-2023,14:10:00,23-06-2023 14:10,18689.6,8.878174,94.95,94.95,86.7,90.2,2448600,9278250,70.4,78.65,70.4,75.3,4767500,12004950,165.5
23-06-2023,14:15:00,23-06-2023 14:15,18693.15,8.103408,89.55,91.95,87.6,90.4,2118450,9590900,76,77.5,72.55,73.85,3319950,11647100,164.25
23-06-2023,14:20:00,23-06-2023 14:20,18678.4,8.520102,90.65,110.15,80.1,84.15,3260750,9982300,73.45,82.8,59.75,77.1,6117450,11136650,161.25
23-06-2023,14:25:00,23-06-2023 14:25,18691.25,8.104191,84,112.9,81.25,89.3,2567300,10109900,77.8,80.75,57.75,71.3,3730950,11032200,160.6
23-06-2023,14:30:00,23-06-2023 14:30,18683.8,8.519216,88.6,95.55,83.85,85.95,5160500,10162700,71.7,76.15,65.2,74.5,6242550,10875200,160.45
23-06-2023,14:35:00,23-06-2023 14:35,18689.65,8.354167,85.55,90.2,82.4,89.75,2096450,10272250,75,77.85,69.55,70.2,3755450,10971050,159.95
23-06-2023,14:40:00,23-06-2023 14:40,18691.55,8.189204,89.65,93.7,89.35,92,2563650,10240150,69.9,71.15,66.6,67.75,2881750,10779900,159.75
23-06-2023,14:45:00,23-06-2023 14:45,18695,8.263284,91.95,95.95,86.15,92.75,2749350,10006650,67.55,72.9,64,66.6,3843550,11027500,159.35
23-06-2023,14:50:00,23-06-2023 14:50,18696.95,8.272856,92.6,95,89.1,94.15,1818100,9965200,66.7,69.55,64.45,66.1,2102600,10908150,160.25
23-06-2023,14:55:00,23-06-2023 14:55,18702.85,8.194964,94.4,99.5,88.05,96.45,3429600,9911450,66,71.65,60.15,62.95,4151550,10853450,159.4
23-06-2023,15:00:00,23-06-2023 15:00,18678,8.067708,128.35,128.75,78.95,84.75,2673250,9843600,44.75,79.85,44.6,72.85,5564250,10375400,157.6
23-06-2023,15:05:00,23-06-2023 15:05,18678.65,7.730063,84.05,114.8,82.85,86.9,1590050,9851450,73.95,75.25,52.6,69.3,3344300,10085400,156.2
23-06-2023,15:10:00,23-06-2023 15:10,18666.85,7.904841,118.3,118.3,111.5,112.65,676200,1584900,50.1,54.95,49.7,54.05,1844050,3801400,166.7
23-06-2023,15:15:00,23-06-2023 15:15,18663.65,7.84852,112.75,114.6,110.85,111.15,696500,1551800,54.25,56,52.75,54.8,2158650,3428900,165.95
23-06-2023,15:20:00,23-06-2023 15:20,18656.95,7.560042,111.2,111.75,105.9,110.45,1047200,1486250,55,58.55,53.6,54.85,2406350,2965800,165.3
23-06-2023,15:25:00,23-06-2023 15:25,18668.55,8.199203,110.8,111.25,108.05,109.15,792800,1459500,54.6,57.65,53.75,56.05,2189050,2780900,165.2
23-06-2023,15:30:00,23-06-2023 15:30,18668.95,8.591662,109.1,109.1,109.1,109.1,500,1459500,56.05,56.05,56.05,56.05,50,2780900,165.15
26-06-2023,09:15:00,26-06-2023 09:15,18668.4,11.873637,109.1,116.85,76.75,102.15,3827550,1842650,56.05,79.5,48.35,58.05,6735250,3224300,160.2
26-06-2023,09:20:00,26-06-2023 09:20,18680.05,11.415396,103.65,107.7,75.3,78.7,3381800,10703150,56.65,75.75,53.1,72.5,4944850,9748650,151.2
26-06-2023,09:25:00,26-06-2023 09:25,18699.7,10.906417,78.7,88.6,75.05,85.2,7227600,11059600,71.85,76.05,63.4,65.65,5737450,10952400,150.85
26-06-2023,09:30:00,26-06-2023 09:30,18715.6,11.233391,85.3,96.4,81.85,96.2,8488500,11297950,65.85,68.55,56.55,57.2,6439150,11895150,153.4
26-06-2023,09:35:00,26-06-2023 09:35,18701.6,11.160558,96.25,98.7,87.55,87.9,6070250,11107300,56.85,62.75,55.2,62.5,5620300,13072850,150.4
26-06-2023,09:40:00,26-06-2023 09:40,18710.6,11.393105,87.85,94.95,86.5,94.4,3756400,11212750,62.55,64.15,57.8,59.05,3793700,13565950,153.45
26-06-2023,09:45:00,26-06-2023 09:45,18713.35,11.143417,93.95,96.8,90.2,94.15,3166600,11154750,59.05,61.8,56.7,58.35,2857500,13791250,152.5
26-06-2023,09:50:00,26-06-2023 09:50,18688.05,10.088197,94.55,95.55,80.3,80.4,4581600,11122150,58.3,68.65,57.45,68.5,6179850,13717900,148.9
26-06-2023,09:55:00,26-06-2023 09:55,18663.9,10.393654,79.9,101.65,73.2,94.9,4564500,2756400,69.15,74.9,53.45,58.55,8127050,5142850,153.45
26-06-2023,10:00:00,26-06-2023 10:00,18662.25,10.258325,94.35,98.45,91.7,94.45,2145350,3145950,58.7,61.35,55.3,58.3,4463600,4918700,152.75
26-06-2023,10:05:00,26-06-2023 10:05,18669.75,10.43762,94.2,99.35,93.7,97.75,1558050,3585150,58.35,58.85,54.45,56.3,2192750,5049250,154.05
26-06-2023,10:10:00,26-06-2023 10:10,18672.05,10.655581,70.2,101.3,69.9,97.6,2096050,3737650,79,79.2,52.6,56.8,2684850,5151050,154.4
26-06-2023,10:15:00,26-06-2023 10:15,18670.75,10.507869,97,100.25,94.95,97.5,839650,3728000,56.5,58.5,53.95,56.3,1822150,5207950,153.8
26-06-2023,10:20:00,26-06-2023 10:20,18676,10.879988,97.5,102.1,71.05,72.35,1850500,13020750,56.15,76.75,51.95,74.9,2270850,11762450,147.25
26-06-2023,10:25:00,26-06-2023 10:25,18671.1,11.234089,72.3,101.75,71.1,98.55,1128050,3819950,75.6,76.7,52.7,55.45,1687800,5405950,154
26-06-2023,10:30:00,26-06-2023 10:30,18670.65,10.493572,98.25,101.45,94.4,97.05,776250,3842550,55.25,57.95,52.6,56.15,1724750,5512200,153.2
26-06-2023,10:35:00,26-06-2023 10:35,18663,10.380241,97,97,92.7,93.4,919100,4029350,56.05,59.2,55.95,58.6,1789000,5642700,152
26-06-2023,10:40:00,26-06-2023 10:40,18659.45,11.603411,93.05,96.7,89.5,94.35,1363200,4185600,58.9,61,55.25,57.95,2776000,5686550,152.3
26-06-2023,10:45:00,26-06-2023 10:45,18662.5,11.604593,94,96.85,92.3,96,715000,4272200,57.9,59.4,55.7,56.65,1394500,5695800,152.65
26-06-2023,10:50:00,26-06-2023 10:50,18658.15,10.157274,95.9,96.4,91,92.4,814550,4414500,56.75,60.75,56.05,59.1,1876000,5824650,151.5
26-06-2023,10:55:00,26-06-2023 10:55,18668.45,11.58237,92.6,99.35,89.25,99.1,1790200,4675800,59,60.95,52.3,52.3,2662900,5811500,151.4
26-06-2023,11:00:00,26-06-2023 11:00,18676.8,11.377131,99.3,104.8,73.5,75.8,2818850,13580250,52.6,69.8,47.45,67,3128300,11845750,142.8
26-06-2023,11:05:00,26-06-2023 11:05,18672.65,9.549394,105.2,105.3,73.25,102.25,3023100,4287200,46.85,70.1,46.85,48.7,2754950,5766900,150.95
26-06-2023,11:10:00,26-06-2023 11:10,18667,9.732715,102.15,102.35,96.35,97.7,1121200,4297250,48.65,52.8,48.55,52.25,2226550,5982450,149.95
26-06-2023,11:15:00,26-06-2023 11:15,18671.8,11.96961,97.5,103.45,94.55,103.45,1088350,4295100,52.6,54.35,48.05,48.15,1872600,5929050,151.6
26-06-2023,11:20:00,26-06-2023 11:20,18677.2,9.381818,103.5,104.95,73.85,74.5,2169700,13475400,48.05,68.85,46.75,68.5,2139850,12282000,143
26-06-2023,11:25:00,26-06-2023 11:25,18677.8,11.271927,74.2,79.4,73.8,75.3,3042700,13462550,68.5,69,63.1,67.85,3525350,12723900,143.15
26-06-2023,11:30:00,26-06-2023 11:30,18684.5,9.186249,75.5,80.3,75.05,78.9,3025850,13398800,67.85,67.85,61.8,63.4,2539950,12786900,142.3
26-06-2023,11:35:00,26-06-2023 11:35,18686.7,9.361088,78.5,82.05,77.75,79,3048950,13355250,63.8,64.5,60.4,63.5,2305550,12998100,142.5
26-06-2023,11:40:00,26-06-2023 11:40,18680.4,9.315408,79.05,81.65,75.6,76.25,2386950,13307950,63.7,66.85,61.2,66.3,2301650,13159400,142.55
26-06-2023,11:45:00,26-06-2023 11:45,18681.4,9.291154,75.65,77.25,72.7,76.35,2749200,13159550,66.35,69.35,64.1,65.6,3049900,13170400,141.95
26-06-2023,11:50:00,26-06-2023 11:50,18681.2,9.222612,76.15,78.05,73.85,76.2,1509250,13147350,65.8,67.55,63.4,65.2,1664100,13217050,141.4
26-06-2023,11:55:00,26-06-2023 11:55,18681.95,11.280561,76,79.85,75.8,77.1,1582000,13228650,65.3,65.45,61.85,64.25,1556350,13280500,141.35
26-06-2023,12:00:00,26-06-2023 12:00,18683.1,11.132755,77.05,79.8,74.8,76.6,1610250,13313400,64.45,66.55,61.85,64.65,1657800,13318350,141.25
26-06-2023,12:05:00,26-06-2023 12:05,18681.35,9.483663,76.5,76.65,73.4,74,1453700,13395800,64.7,67.55,64.65,66.85,1716550,13345000,140.85
26-06-2023,12:10:00,26-06-2023 12:10,18685.5,9.37513,74.2,76.8,70.8,76.2,2176650,13523950,66.9,69.9,63.45,64,2103150,13365850,140.2
26-06-2023,12:15:00,26-06-2023 12:15,18685.25,9.45526,76.35,78.25,73.8,75.85,1748100,13580800,63.9,66.65,61.95,64.65,1737050,13452200,140.5
26-06-2023,12:20:00,26-06-2023 12:20,18683.9,9.362043,76.05,77.05,74.5,75.75,1080950,13572500,64.35,65.95,63.45,64.65,1138250,13555950,140.4
26-06-2023,12:25:00,26-06-2023 12:25,18691.1,9.35512,75.75,80,73.65,79.6,2358850,13592650,64.6,66.75,60.3,61.05,2557500,13664400,140.65
26-06-2023,12:30:00,26-06-2023 12:30,18683.5,9.580253,79.7,80.05,72.4,73.95,2367450,13620800,60.9,67.5,60.55,66.3,2279850,13637300,140.25
26-06-2023,12:35:00,26-06-2023 12:35,18684.25,10.433704,73.6,74.25,67.35,72,3503850,13592500,66.4,72,65.55,67.5,4013100,13396650,139.5
26-06-2023,12:40:00,26-06-2023 12:40,18673.6,10.142625,72.05,98.45,67.1,93.5,2108150,4062100,67.45,73.1,48.5,51.75,3298150,6448400,145.25
26-06-2023,12:45:00,26-06-2023 12:45,18671.4,10.183709,93.25,95.4,91.1,92.5,932450,4074900,52,53.6,50.85,52.9,2624000,6598900,145.4
26-06-2023,12:50:00,26-06-2023 12:50,18667,10.274443,92.65,95.95,85.9,88.2,1083700,4094750,52.8,56.5,50.05,55.3,3002100,6594350,143.5
26-06-2023,12:55:00,26-06-2023 12:55,18660.45,10.631165,87.65,89.35,86.3,86.85,967650,4217750,55.5,57.05,54.55,56.6,2972350,6345000,143.45
26-06-2023,13:00:00,26-06-2023 13:00,18659.3,10.105604,86.9,87.45,81.2,85.2,1798950,4364700,56.65,60.35,55.4,57.45,4111350,6111550,142.65
26-06-2023,13:05:00,26-06-2023 13:05,18649.7,10.324738,84.9,85.95,78,79.9,2130450,4797500,57.4,64.75,56.4,63.25,4567500,5992450,143.15
26-06-2023,13:10:00,26-06-2023 13:10,18662.6,9.921033,79.5,88.1,79.35,88.1,2022750,5025900,63.9,63.9,54.7,54.7,3109800,6002150,142.8
26-06-2023,13:15:00,26-06-2023 13:15,18666.7,10.640729,87.7,90.8,86.3,90.25,2232300,4971450,54.95,56.65,52,52.55,2230100,5891250,142.8
26-06-2023,13:20:00,26-06-2023 13:20,18671.1,9.838547,90.5,95,89.5,93,2083400,4779750,52.5,53.35,49.15,50.5,2597750,5876800,143.5
26-06-2023,13:25:00,26-06-2023 13:25,18672.9,10.567452,93.1,97.3,66.5,93.25,2057100,4697750,50.6,70.55,47.05,49.8,2180600,6066900,143.05
26-06-2023,13:30:00,26-06-2023 13:30,18670.3,9.805484,93.25,93.25,89.25,92,1065150,4592200,49.5,52.4,49.5,50.55,2085150,6378300,142.55
26-06-2023,13:35:00,26-06-2023 13:35,18666.95,9.869896,91.7,95.5,88.95,89.5,968900,4618100,50.8,52.65,47.9,52.35,1877100,6460800,141.85
26-06-2023,13:40:00,26-06-2023 13:40,18661.15,9.735698,89.3,90.9,86.75,87.35,1041650,4616600,52.45,54.25,51.55,53.9,2317650,6665000,141.25
26-06-2023,13:45:00,26-06-2023 13:45,18662.3,9.561308,87.25,91.85,86.7,88.75,786650,4653700,53.75,54.15,50.4,52.2,1543350,6592600,140.95
26-06-2023,13:50:00,26-06-2023 13:50,18653.9,11.069065,88.85,90.9,83.8,85.65,758550,4654250,52.65,56.5,51.05,55.15,1527550,6606800,140.8
26-06-2023,13:55:00,26-06-2023 13:55,18656.7,11.03551,84.9,87,82.2,86.9,1510050,4823350,55.85,57.45,53.45,53.45,3087000,6550400,140.35
26-06-2023,14:00:00,26-06-2023 14:00,18655.25,9.412076,86.75,89.8,85.5,85.5,1299950,4967900,53.55,54.85,51.5,54.2,1851100,6570550,139.7
26-06-2023,14:05:00,26-06-2023 14:05,18667.75,8.94924,86.25,98.25,82.05,98.25,2150900,4982300,54.4,58,45.6,45.7,3744350,6733650,143.95
26-06-2023,14:10:00,26-06-2023 14:10,18666.15,9.341449,98.65,99.8,90.5,91.9,2321200,4905850,45.2,49.75,44,48.95,2848050,6702950,140.85
26-06-2023,14:15:00,26-06-2023 14:15,18653.95,10.652445,92,92,78.25,82.6,2186150,4798800,49.3,58.95,49.05,55.6,4144600,6578650,138.2
26-06-2023,14:20:00,26-06-2023 14:20,18659.65,10.899061,82.15,89.35,81.85,87.35,1090850,4810150,56,56.1,49.85,51.65,2042900,6676750,139
26-06-2023,14:25:00,26-06-2023 14:25,18668.75,9.426709,87.5,94,87.5,92.75,1242700,4775900,51.65,51.8,47.2,48.35,1803950,6808200,141.1
26-06-2023,14:30:00,26-06-2023 14:30,18671.75,10.789489,92.85,94.6,86.45,93.4,1590000,4724750,48.4,52.55,47.3,47.6,2131950,6810350,141
26-06-2023,14:35:00,26-06-2023 14:35,18671.55,9.503224,93,97.95,90.2,93.5,1702850,4566950,48.7,50.1,44.75,47.65,2225250,6751450,141.15
26-06-2023,14:40:00,26-06-2023 14:40,18664,10.782279,93.5,96,64.25,88.8,1633000,4496950,47.55,69.1,45.7,50.55,2291300,6856600,139.35
26-06-2023,14:45:00,26-06-2023 14:45,18670.2,10.992993,89.15,95.55,88,93.7,1057900,4360750,50.45,51.1,46.1,47.4,1513250,7028050,141.1
26-06-2023,14:50:00,26-06-2023 14:50,18671.15,10.87294,93.85,97.5,88.2,93.4,1292100,4261550,47.4,50.45,44.9,47.45,2009100,7112600,140.85
26-06-2023,14:55:00,26-06-2023 14:55,18671,9.236382,94.05,98.2,64.7,95.65,1723500,4237700,47.1,68.4,44.75,46,1826750,7162850,141.65
26-06-2023,15:00:00,26-06-2023 15:00,18705.55,8.797723,67.75,82.65,60.95,81,12733900,12828400,65.85,72.9,48.05,49.75,9817450,11991400,130.75
26-06-2023,15:05:00,26-06-2023 15:05,18696.7,10.036076,81,81.8,70.55,74.25,5776800,12375550,49.65,57.85,49.2,53.95,5487800,11701400,128.2
26-06-2023,15:10:00,26-06-2023 15:10,18696.35,9.88567,74.75,75.55,71,73,3654950,12260950,53.9,58.1,53.25,55.9,3566200,11353550,128.9
26-06-2023,15:15:00,26-06-2023 15:15,18683.3,9.12614,73.35,73.95,62.9,67,5033150,11335150,56.15,67.5,55.8,62.4,5692350,10294400,129.4
26-06-2023,15:20:00,26-06-2023 15:20,18692,9.74914,65.8,69.8,63.75,69.7,4230150,10602150,63.75,66.85,57.8,57.9,4310100,9249500,127.6
26-06-2023,15:25:00,26-06-2023 15:25,18694.7,9.238228,69.35,75.55,68.85,72.95,4635600,9941350,58.6,59.7,55,57.55,3878500,8567300,130.5
27-06-2023,09:15:00,27-06-2023 09:15,18752.5,8.986576,71.75,71.75,48.45,60.2,10628150,6359150,50.8,70.25,50.75,54.5,6172250,3418150,114.7
27-06-2023,09:20:00,27-06-2023 09:20,18759.4,10.405958,60.4,64.25,54.2,63.2,5423300,6693650,53.7,59.65,50.5,51.25,5031250,4946500,114.45
